shortName,BugID,Severity,Priority,Status,Assignee,Reporter,Product,Category,Component,Keywords,Build,Regression,Summary,link
2393459,2393459,serious,P1,closed,shuaibingw,agong,VDI,Remote Client,lx client,,,---,Build verification for opensource,https://buildweb.eng.vmware.com/ob/2393459/
2393682,2393682,serious,P1,closed,katiyara,kli,VDI,Skype For Business Redirection,SFB Mac Client,,,Yes,self preview overlay is wrong size for Mac client,https://buildweb.eng.vmware.com/ob/2393682/
2393714,2393714,critical,P1,closed,kelsallt,kif,VDI,Blast Protocol,Display,vGPU,14267160,Yes,"[NVIDIA] vGPU enabled desktop fails, flickers between actual desktop and previous frame.",https://buildweb.eng.vmware.com/ob/2393714/
2393744,2393744,serious,P1,closed,aisajanyan,sagasaveeran,VDI,Blast Integration,Other,found-by-bitb,,---,[BitB] UpdateTopologyCmd fails due to StreamEndUtil::WaitForStreamEndEvent timeout,https://buildweb.eng.vmware.com/ob/2393744/
2393745,2393745,serious,P1,closed,vjiang,kif,VDI,Blast Integration,Win Client,,14267581,Yes,USB 3D Connexion Spacemouse - Passthru hits exceptionCode 0xc0000005 (access violation),https://buildweb.eng.vmware.com/ob/2393745/
2393772,2393772,serious,P1,assigned,gwajda,sagasaveeran,VDI,Blast Integration,Other,found-by-bitb,,---,[BitB] UpdateTopologyCmd fails due to VerifyStreamEndReasons: Incorrect stream end reason,https://buildweb.eng.vmware.com/ob/2393772/
2393778,2393778,serious,P1,closed,agong,linali,VDI,Remote Client,client common,,,---,Allow the user name to include underline,https://buildweb.eng.vmware.com/ob/2393778/
2393786,2393786,serious,P1,closed,kelsallt,swan,VDI,Blast Protocol,H264,,14268351,---,Blast HEVC does not work with the legacy rmks when the client connects to the vGPU agent,https://buildweb.eng.vmware.com/ob/2393786/
2393804,2393804,serious,P1,closed,chenyu,songyu,VDI,Linux Agent,Core-Agent,linuxvdi-multiple-session,14268208,---,[LinuxVDI]Redhat7.6 CDR fail,https://buildweb.eng.vmware.com/ob/2393804/
2393812,2393812,serious,P1,new,sardara,swan,VDI,Printer  Redirection,ThinPrint,,14270493,---,4GB rundll32 dump with TPClnRDP!VirtualChannelEntryEx+6b97e,https://buildweb.eng.vmware.com/ob/2393812/
2393813,2393813,critical,P1,resolved,rx-dev-guru,taojin,VDI,Multimedia,Flash Optimization,,14272064,---,Flash URL Redirection failed,https://buildweb.eng.vmware.com/ob/2393813/
2393826,2393826,serious,P1,closed,lpamela,zhangh,VDI,Documentation,View Installation/Upgrade Guides,,14243084,---,[OS Update][Linux client]Failed to display the installer UI on RHEL 8 when running installation bundle,https://buildweb.eng.vmware.com/ob/2393826/
2393834,2393834,serious,P1,closed,kelsallt,swan,VDI,Blast Protocol,H264,,14270493,---,[NVIDIA GRID 8.0] nested vGPU session with Blast HEVC often got no response,https://buildweb.eng.vmware.com/ob/2393834/
2393839,2393839,critical,P1,closed,alanh,ljack,VDI,Blast Integration,Mac Client,,14272091,---,[New Client][Collab] Several cursor related issues in primary and shadow session,https://buildweb.eng.vmware.com/ob/2393839/
2393858,2393858,critical,P1,closed,dcheah,zhoujing,VDI,Blast Protocol,Display,PhysicalPCWin10RS4,14271826,---,[Physical Agent] Re-connection meets black screen when window size doesn't change,https://buildweb.eng.vmware.com/ob/2393858/
2393863,2393863,serious,P1,closed,kelsallt,zji,VDI,Blast Integration,Linux Client,,,---,[arm Stratodesk][Linux New Client] mouse stop work switch between client window and other window,https://buildweb.eng.vmware.com/ob/2393863/
2393943,2393943,critical,P0,closed,wyattx,qinz,VDI,Remote Client,win10 client,,,---,UWP build failed of missing headers of VNC Decoder,https://buildweb.eng.vmware.com/ob/2393943/
2393953,2393953,serious,P1,new,lpamela,yanchaozhang,VDI,Documentation,VDI Linux Desktop User Guide,,,---,"Please add NVIDIA P100, V100 GPU support for LinuxVDI",https://buildweb.eng.vmware.com/ob/2393953/
2393973,2393973,serious,P2,closed,baochenw,baochenw,VDI,Remote Client,libcdk,,14237485,---,Windows client keeps launching state if protocol redirection response NOT_ATHENTICATED,https://buildweb.eng.vmware.com/ob/2393973/
2393976,2393976,serious,P1,new,alanh,ljack,VDI,Blast Integration,Mac Client,,14272091,No,Cursor flickers when grab and un-grab the desktop and app,https://buildweb.eng.vmware.com/ob/2393976/
2393991,2393991,critical,P1,closed,blast-networking-sensei,ljack,VDI,Blast Networking,VVC Integration,CART-AIR-Automation,14272091,---,[New Client] RMKS didn't quit and consumed 100% CPU after quit client,https://buildweb.eng.vmware.com/ob/2393991/
2394051,2394051,serious,P1,closed,lyuechang,manmany,VDI,Remote Client,osx client,,14273673,---,USB device cannot disconnect after first connect usb to a new desktop session with IPv6 env,https://buildweb.eng.vmware.com/ob/2394051/
2394076,2394076,critical,P1,closed,alanh,ljack,VDI,Blast Integration,Mac Client,,14272091,---,[New Client] Agent desktop cannot be grabbed if if the cursor is inside the agent desktop area when launching agent desktop,https://buildweb.eng.vmware.com/ob/2394076/
2394083,2394083,critical,P1,closed,alanh,ljack,VDI,Blast Integration,Mac Client,,14272091,---,"[New Client] With two RDS Apps, after maximize the App, input will lag for 2 or 3 seconds",https://buildweb.eng.vmware.com/ob/2394083/
2394094,2394094,serious,P1,closed,beiw,songyu,VDI,Linux Agent,Collaboration,triaged,14268208,---,[LinuxVDI]redhat6.8  desktopController still try to start collabui,https://buildweb.eng.vmware.com/ob/2394094/
2394102,2394102,serious,P1,resolved,kbwriters,songyu,VDI,Documentation,VDI Knowledge Base,,14268208,---,[LinuxVDI]redhat6.8 unexpected disconnect after login a few mintus,https://buildweb.eng.vmware.com/ob/2394102/
2394106,2394106,serious,P1,closed,dcheah,zhoujing,VDI,Blast Protocol,Display,PhysicalPCWin10RS4,14271826,---,[Physical Agent] DPI sync reg key takes no effect on IDD,https://buildweb.eng.vmware.com/ob/2394106/
2394109,2394109,serious,P1,closed,wyattx,ltim,VDI,Remote Client,wincdk client,,14272100,Unknown,"[SSL Proxy] Windows client got ""certificate verify failed"" error when connecting to an IP address signed certificate broker.",https://buildweb.eng.vmware.com/ob/2394109/
2394192,2394192,serious,P1,closed,hbai,ljack,VDI,Client Displays,Mac,,14272091,Yes,"In multi-monitor, when disconnecting the agent desktop by clicking quit button from external monitor, Mac client quit as well",https://buildweb.eng.vmware.com/ob/2394192/
2394221,2394221,serious,P1,closed,haishanw,zlin,VDI,Virtual Channel SDKs,VDPService,"Brown, PAfeature-BJauto",14270493,---,vmware-print-redir-server.exe dump was found during re-connection stress test,https://buildweb.eng.vmware.com/ob/2394221/
2394236,2394236,serious,P1,closed,dcheah,zhoujing,VDI,Blast Protocol,Display,PhysicalPCWin10RS4,14271826,Yes,[Physical Agent] Linux client flashback and vmblastw.dmp generated with IDD,https://buildweb.eng.vmware.com/ob/2394236/
2394296,2394296,serious,P1,closed,appblast-guru,nke,VDI,Blast Integration,Client Common,"CART-Sys-Stress, HorizonRDSH",14050582,Yes,"During repeated logon-logoff tests, clients sometimes fail to connect to Blast agent when SSL proxy is enabled",https://buildweb.eng.vmware.com/ob/2394296/
2394349,2394349,critical,P1,closed,yilinw,jinxingh,VDI,Remote Client,web client,,14266638,Yes,Fail to launch HTML5 client in IE browser.,https://buildweb.eng.vmware.com/ob/2394349/
2394466,2394466,serious,---,resolved,jwalton,jwalton,VDI,Documentation,VDI Release Notes,RNA-documented,,---,DPM-4394: Horizon Client for WinCDK: Connection server reboot issues with existing app sessions,https://buildweb.eng.vmware.com/ob/2394466/
2394607,2394607,serious,P1,closed,tatrey,chironaka,VDI,Blast Integration,Mac Client,,14276878,Yes,Alt (Option) key + mouse button doesn't work like old Mac client.,https://buildweb.eng.vmware.com/ob/2394607/
2394627,2394627,critical,P1,closed,alanh,chironaka,VDI,Blast Integration,Mac Client,,14276878,---,[New Client] Slow mouse performance on Mac client,https://buildweb.eng.vmware.com/ob/2394627/
2394649,2394649,serious,P1,new,blast-networking-sensei,sagasaveeran,VDI,Blast Integration,Other,found-by-bitb,,---,[BitB] DisconnectCmd: fails due to Connection event timeout for vAuth,https://buildweb.eng.vmware.com/ob/2394649/
2394654,2394654,critical,P0,closed,yilinw,yuez,VDI,Remote Client,web client,,14265948,Yes,[HTML Access] client can't be loaded on IE,https://buildweb.eng.vmware.com/ob/2394654/
2394675,2394675,minor,P1,closed,jwalton,xinshul,VDI,Documentation,View Admin Guide/Admin UI Help,,,---,Browser content redirection: cannot go back or forward to the same website,https://buildweb.eng.vmware.com/ob/2394675/
2394704,2394704,serious,P1,closed,alanh,beiw,VDI,Blast Integration,Mac Client,,14259028,---,[New Client Only]Mouse cursor's position is not right when the shadow session on Mac is given input control when agent is on redhat 8,https://buildweb.eng.vmware.com/ob/2394704/
2394708,2394708,serious,P1,closed,dcheah,zhoujing,VDI,Blast Protocol,Display,PhysicalPCWin10RS4,14281797,---,[Physical Agent] Linux client re-connection meets black screen in Full screen all monitors mode,https://buildweb.eng.vmware.com/ob/2394708/
2394710,2394710,serious,P1,new,smangui,pmeng,VDI,Printer  Redirection,VMW - Win Agent,CART-Sys-Stress,14159883,No,[Repeat Operation] Brown printer redirection failed 1/100 while testing conn-UDP-Brownprint-disconn-100-times (update #10),https://buildweb.eng.vmware.com/ob/2394710/
2394721,2394721,critical,P1,resolved,mmarcos,kdenike,VDI,Documentation,VDI Knowledge Base,KB-update,,---,Update to nested KB to support Win10 VDI second hop,https://buildweb.eng.vmware.com/ob/2394721/
2394742,2394742,critical,P1,closed,yun,ssagar,VDI,Linux Agent,Core-Agent,"erqe2verify, hze_scale_710",14213480,---,[DPM-4119 Linux Agent] Linux Agent VMs could not get IPV4 address during log off re provisioning.,https://buildweb.eng.vmware.com/ob/2394742/
2394748,2394748,serious,P1,closed,baochenw,pewang,VDI,Remote Client,wincdk client,,14282554,No,Menubar is displayed in full screen with fixed resolution,https://buildweb.eng.vmware.com/ob/2394748/
2394767,2394767,critical,P1,closed,blast-networking-sensei,yul,VDI,Blast Networking,VVC Integration,CART-AIR-Automation,14281726,Unknown,[Mac Client] RMKS process doesn't quit when close remote app window and quit Horizon Client,https://buildweb.eng.vmware.com/ob/2394767/
2394776,2394776,serious,P1,closed,bliu,pewang,VDI,Remote Client,wincdk client,,14282554,No,Scaling option can't be retrieved after checked sync up with server,https://buildweb.eng.vmware.com/ob/2394776/
2394836,2394836,serious,P1,closed,appremoting,yyu1,VDI,Seamless Windows,Agent,,14283290,---,[Multi Session On Azure][Hosted App]Failed to launch the UWP App,https://buildweb.eng.vmware.com/ob/2394836/
2394844,2394844,serious,P1,closed,remote-desktop-experts,kchoudhury,VDI,Remote Core,Display (console),,14271826,---,multiple video_wddm driver downgrades detected by CI job between last 2 recommended builds,https://buildweb.eng.vmware.com/ob/2394844/
2394849,2394849,serious,P1,closed,remote-desktop-experts,kchoudhury,VDI,Remote Core,Audio (Console),,14271826,---,multiple vmwvaudio driver downgrades detected by CI job between last 2 recommended builds,https://buildweb.eng.vmware.com/ob/2394849/
2394876,2394876,serious,P1,new,lpamela,hangl,VDI,Documentation,VDI Linux Desktop User Guide,triaged,14277641,---,[LinuxVDI] UEM dosen't work because cifs-utls not installed,https://buildweb.eng.vmware.com/ob/2394876/
2394891,2394891,serious,P1,closed,lpamela,ksong,VDI,Documentation,VDI Linux Desktop User Guide,,,No,[LinuxVDI]Remove the vSGA content from Linux Desktop User Guide,https://buildweb.eng.vmware.com/ob/2394891/
2394906,2394906,serious,P1,closed,dcheah,zhoujing,VDI,Remote Core,Display (RDS),PhysicalPCWin10RS4,14281797,---,[Physical Agent] Paint 3D app crashed after clicking help button,https://buildweb.eng.vmware.com/ob/2394906/
2394918,2394918,serious,P1,new,bliu,zlin,VDI,Remote Client,wincdk client,PAfeature-BJauto,14278107,---,vmware-view crashed during re-connection stress test,https://buildweb.eng.vmware.com/ob/2394918/
2394929,2394929,serious,P1,closed,vjiang,ysan,VDI,Blast Integration,Client Common,,14273673,---,[SSL proxy]Ceritificate check doesn't consistent of server/Tunnel connection and mks connection,https://buildweb.eng.vmware.com/ob/2394929/
2394969,2394969,minor,P2,closed,jjliu,pewang,VDI,Remote Client,wincdk client,,14282554,No,Allow Display scaling option is available in desktop menubar under fixed resolution/scaling setting,https://buildweb.eng.vmware.com/ob/2394969/
2394972,2394972,minor,P2,closed,jjliu,pewang,VDI,Remote Client,wincdk client,,14282554,No,Resolution/Scaling font is blur after switched the setting,https://buildweb.eng.vmware.com/ob/2394972/
2395045,2395045,serious,P1,new,padlakha,abhishekl,VDI,Server Core,User Session Management,"erqe2verify, hze_scale_710",14216611,No,[DPM-405]PCOIP connection test fails with RDSH IC fam with IPv6 enviornment,https://buildweb.eng.vmware.com/ob/2395045/
2395052,2395052,serious,P1,closed,lyuechang,scheng,VDI,Remote Client,osx client,,14283307,---,AV buffering disable doesn't work while steal the session back from mac client,https://buildweb.eng.vmware.com/ob/2395052/
2395119,2395119,serious,P1,closed,appblast-guru,abhishekl,VDI,Blast Protocol,Other,"erqe2verify, hze_scale_710",14243315,---,[DPM-405]RDSH pool vm logoff is delayed by 10 mins in IPv6 enviornment,https://buildweb.eng.vmware.com/ob/2395119/
2395153,2395153,critical,P1,closed,appremoting,alanh,VDI,RMKS,linux,,14281695,---,Stratodesk Linux reports GTK2 + GTK3 symbols are in use and it's not supported,https://buildweb.eng.vmware.com/ob/2395153/
2395159,2395159,critical,P1,closed,shuhuawang,alanh,VDI,Remote Client,lx client,,,---,ARM Linux is reporting HEVC availability,https://buildweb.eng.vmware.com/ob/2395159/
2395183,2395183,serious,P1,assigned,kelsallt,kelsallt,VDI,Blast Protocol,Display,,,No,[NVIDIA][Request] Support multimon HW encoder on some Quadro GPUs by using alternative display configuration,https://buildweb.eng.vmware.com/ob/2395183/
2395232,2395232,serious,P1,closed,haishanw,wsong,VDI,Microsoft Teams,Agent,,,---,MS new drop 7.30 installer does not display speaker device correctly,https://buildweb.eng.vmware.com/ob/2395232/
2395402,2395402,serious,P1,closed,dcheah,dcheah,VDI,Blast Protocol,Display,,14281797,---,[Physical Agent] Cursor is missing after first session,https://buildweb.eng.vmware.com/ob/2395402/
2395411,2395411,serious,P1,closed,dcheah,dcheah,VDI,Blast Protocol,Display,PhysicalPCWin10RS4,,---,[Azure] Reconnecting to Azure VM with the same resolution on 1 monitor does not use IDD,https://buildweb.eng.vmware.com/ob/2395411/
2395444,2395444,serious,P2,closed,guoxin,shawnh,VDI,Remote Client,ios client,,14285406,Unknown,iOS client crashes when disconnect from remote session over Blast and F5 LTM,https://buildweb.eng.vmware.com/ob/2395444/
2395460,2395460,serious,P1,closed,wyattx,ysan,VDI,Remote Client,wincdk client,,14235296,---,[Proxy]iPv6 address could not be bypass in system proxy setting,https://buildweb.eng.vmware.com/ob/2395460/
2395468,2395468,minor,P2,closed,yunhaot,dparashar,VDI,Instant Clone,Instant Clone Server,,,---,Change detect submenu from list to detect for InCleanup script,https://buildweb.eng.vmware.com/ob/2395468/
2395471,2395471,serious,P1,closed,nke,hangl,VDI,Blast Networking,Linux-VDI BEAT,,14286893,---,Assert at vvcSessionManager.c4434 when steal session before login,https://buildweb.eng.vmware.com/ob/2395471/
2395473,2395473,serious,P1,closed,blast-networking-sensei,hyan,VDI,Blast Networking,Other,CART-Sys-Stress,14281701,---,[RDSH] Several vmblastw.dmp files were generated when session stealing test,https://buildweb.eng.vmware.com/ob/2395473/
2395480,2395480,serious,P1,new,zzhou,ljack,VDI,Seamless Windows,Client Common,,14286599,No,Black areas is seen until the move becomes optimized when dragging RDS app window,https://buildweb.eng.vmware.com/ob/2395480/
2395487,2395487,minor,P1,resolved,jwalton,xinshul,VDI,Documentation,View Admin Guide/Admin UI Help,,,---,Leave page pop up is not supported,https://buildweb.eng.vmware.com/ob/2395487/
2395502,2395502,serious,P1,closed,blast-networking-sensei,chironaka,VDI,Blast Networking,VVC Integration,,14261654,---,Blast worker crash while playing video,https://buildweb.eng.vmware.com/ob/2395502/
2395506,2395506,critical,P1,closed,zji,ljack,VDI,Client Displays,Mac,,14286599,No,"When move App spanning two monitors, the App will be split into two parts not continuous",https://buildweb.eng.vmware.com/ob/2395506/
2395514,2395514,serious,P1,closed,tzhao,rli,VDI,Remote Client,chrome client,"CART-Interop-found, CART-Interop-WS1",14266406,Unknown,WS1 Mode: no response by clicking OK button on error message while connecting unavailable apps,https://buildweb.eng.vmware.com/ob/2395514/
2395527,2395527,catastrophic,P0,closed,sprabhu,scheng,VDI,Installer,viewAgent-Core (win),,14290800,Yes,Fails to install agent build due to error 1723,https://buildweb.eng.vmware.com/ob/2395527/
2395566,2395566,serious,P1,reopened,alanh,ljack,VDI,RMKS,Mac,,14286599,No,Video screen become intermittent when Video screen fully covering another App,https://buildweb.eng.vmware.com/ob/2395566/
2395567,2395567,minor,P1,closed,zhiyuanw,zhiyuanw,VDI,Client Displays,Linux,,,Yes,[hclin] Display mode radio button can be unselected,https://buildweb.eng.vmware.com/ob/2395567/
2395582,2395582,serious,P1,closed,kelsallt,ljack,VDI,Blast Integration,Mac Client,,14290703,---,"[FFmpeg bug] [New Client] On one Mac Pro, H.264 HW decode fails",https://buildweb.eng.vmware.com/ob/2395582/
2395642,2395642,serious,P2,closed,yanx,yanx,VDI,Documentation,VDI Release Notes,,14285145,No,Authentication can't be canceled when reset password is locked on idle  lock auth page,https://buildweb.eng.vmware.com/ob/2395642/
2395668,2395668,serious,P1,closed,cdeore,praveena,VDI,Installer,viewAgent-UI/Silent install (win),,14272182,No,[DPM-3585] - Horizon Agent installer should not prompt DesktopConfig(Mode selection) dialog during 7.9->7.10 RDSH agent upgrade,https://buildweb.eng.vmware.com/ob/2395668/
2395683,2395683,serious,P1,closed,bliu,pewang,VDI,Remote Client,wincdk client,,14291427,No,Client won't send to server after synced up remote desktop settings with server,https://buildweb.eng.vmware.com/ob/2395683/
2395742,2395742,critical,P1,closed,keithw,ljack,VDI,Blast Protocol,Display,,14290800,---,"[Blast Codec] With multi-monitor, display mess on the secondary monitor and cannot operate on it",https://buildweb.eng.vmware.com/ob/2395742/
2395754,2395754,serious,P1,closed,amold,jizhid,VDI,Blast Networking,Other,"CART-Sys-Stress, HorizonRDSH",14283311,Yes,There is blast session leak when doing session disconnection-reconnection testing by 150 sessions,https://buildweb.eng.vmware.com/ob/2395754/
2395768,2395768,critical,P1,closed,blast-networking-sensei,ljack,VDI,Blast Networking,VVC Integration,,14283311,---,"When relaunching  the agent desktop,  Blast worker dump",https://buildweb.eng.vmware.com/ob/2395768/
2395780,2395780,critical,P1,closed,keithw,ljack,VDI,Blast Protocol,Other,,14290800,---,"[Blast Codec] When quit agent desktop, rmks crash",https://buildweb.eng.vmware.com/ob/2395780/
2395782,2395782,serious,P2,closed,tzhao,wanghelen,VDI,Remote Client,chrome client,,14285140,No,cannot paste files to another folder in remote desktop after click 'Cancel' on download files notification vion Chromebook,https://buildweb.eng.vmware.com/ob/2395782/
2395812,2395812,critical,P1,closed,keithw,ljack,VDI,Blast Protocol,Other,,14290800,---,"[Blast Codec] When exit multi-monitor mode with Mac client, desktop display hung and rmks crash",https://buildweb.eng.vmware.com/ob/2395812/
2395820,2395820,minor,P2,closed,linz,manmany,VDI,USB Redirection,Linux Client,,14290877,No,vmware-USBArbitrator removed after uninstall view client if both installed view client and workstation in Linux host,https://buildweb.eng.vmware.com/ob/2395820/
2396003,2396003,serious,P1,resolved,lodhaa,lodhaa,VDI,Server Core,DCT,,,Yes,User session info is not getting collected when -s dumps user filter is provided.,https://buildweb.eng.vmware.com/ob/2396003/
2396143,2396143,serious,P1,closed,haishanw,wsong,VDI,Microsoft Teams,Client,,14290725,Unknown,Linux client Teams connection will always be on fallback mode if browser redirection is configured,https://buildweb.eng.vmware.com/ob/2396143/
2396285,2396285,serious,P1,closed,presslerv,gwajda,VDI,Blast Protocol,Performance,PAfeature-BJauto,13987687,---,VVC related Blast worker memory increases after re-connection stress test,https://buildweb.eng.vmware.com/ob/2396285/
2396330,2396330,serious,P1,resolved,mhampton,pewang,VDI,Documentation,VDI Knowledge Base,,,---,Need to update kb1009238,https://buildweb.eng.vmware.com/ob/2396330/
2396331,2396331,critical,P1,closed,yyun,swan,VDI,Blast Integration,Mac Client,,14297721,---,[New Client] switching between full screen and windowed mode is very slow on 12-inch MacBook (Early 2015) and Mac with OS X 10.13.6,https://buildweb.eng.vmware.com/ob/2396331/
2396355,2396355,serious,P1,closed,aisajanyan,swan,VDI,RMKS,Common,,14297721,No,Double mouse cursors are shown after client connects to the remote desktop with 300% scaling,https://buildweb.eng.vmware.com/ob/2396355/
2396391,2396391,serious,P1,closed,tatrey,ltim,VDI,Blast Integration,Mac Client,,14297721,Yes,[New Client] The Ctrl/Shift key stop working on new macOS client.,https://buildweb.eng.vmware.com/ob/2396391/
2396496,2396496,serious,P1,closed,renz,yanchaozhang,VDI,Linux Agent,Core-Agent,triaged,14291271,---,[Remote App | Beta] apps xml parse error due to '&' symbol,https://buildweb.eng.vmware.com/ob/2396496/
2396518,2396518,serious,P1,closed,sqiang,beiw,VDI,Linux Agent,Core-Agent,triaged,14291271,---,[Remote App | Beta] Gnome Shell Extension can't be auto enabled when lauching apps,https://buildweb.eng.vmware.com/ob/2396518/
2396545,2396545,serious,P1,reopened,smangui,hyan,VDI,Printer  Redirection,VMW - Performance,CART-Sys-Stress,14281701,---,[Brown Print][RDSH][PCoIP] Almost all printers failed to redirect to agent when session stealing test,https://buildweb.eng.vmware.com/ob/2396545/
2396547,2396547,critical,P1,closed,alanh,ljack,VDI,Blast Integration,Mac Client,,14300931,---,[New Client] [OSX 10.13.6] Enter and exit full screen is quit slow and agent become no response after enter and exit full screen for several times,https://buildweb.eng.vmware.com/ob/2396547/
2396566,2396566,serious,P1,new,tatrey,ysan,VDI,Blast Integration,Mac Client,,14300931,---,[New Client]screen is flashing when using alt+enter to enter full screen,https://buildweb.eng.vmware.com/ob/2396566/
2396577,2396577,critical,P1,closed,alanh,ljack,VDI,Blast Integration,Mac Client,,14303733,Yes,"[New Client] When moving cursor on primary session, there will be many cursors drawn in shadow session",https://buildweb.eng.vmware.com/ob/2396577/
2396580,2396580,serious,P1,closed,appremoting,ysan,VDI,Seamless Windows,Agent,,14297910,---,Start menu is called out by cmd key in VM hosted App session (win7),https://buildweb.eng.vmware.com/ob/2396580/
2396612,2396612,serious,P1,closed,rbhatane,scheng,VDI,Blast Protocol,Display,,14303851,---,"It takes around 50 seconds for shadow session scaling after click ""Fit to Viewer""",https://buildweb.eng.vmware.com/ob/2396612/
2396617,2396617,serious,P1,closed,appblast-guru,xiaodongz,VDI,Blast Integration,Win Client,"CART-Sys-Stress, HorizonRDSH",14301018,Yes,[New Client] Notepad app only shows the border in some sessions during session0 testing with 60 sessions,https://buildweb.eng.vmware.com/ob/2396617/
2396639,2396639,serious,P1,closed,arongp,ljack,VDI,Seamless Windows,Linux Client,,14300958,---,"With odd resolution in Linux client host,  App cannot change to window mode after maximize it",https://buildweb.eng.vmware.com/ob/2396639/
2396645,2396645,serious,P1,closed,alanh,ljack,VDI,Blast Integration,Mac Client,,14303733,---,[New client]RMKS crash occasionally when launching agent desktop,https://buildweb.eng.vmware.com/ob/2396645/
2396886,2396886,serious,P1,new,agong,kdenike,VDI,Remote Client,lx client,,,---,Camera access broken with Linux kernel 4.20.X,https://buildweb.eng.vmware.com/ob/2396886/
2396899,2396899,serious,P1,closed,joeqiux,wsong,VDI,Microsoft Teams,Client,,,---,Client Audio and video device setting were not remembered on Linux client after reconnecting to desktop,https://buildweb.eng.vmware.com/ob/2396899/
2396979,2396979,serious,P1,closed,aisajanyan,chironaka,VDI,Blast Protocol,Display,,14305499,---,Slow window movement between displays,https://buildweb.eng.vmware.com/ob/2396979/
2396999,2396999,critical,P1,closed,borgera,chironaka,VDI,Blast Integration,Mac Client,,14305499,---,[New Client] Slow window movement while playing a full screen video.,https://buildweb.eng.vmware.com/ob/2396999/
2397010,2397010,serious,P1,closed,alanh,kli,VDI,Blast Integration,Mac Client,,14305499,Yes,[New Client] self preview not displayed for mac p2p call,https://buildweb.eng.vmware.com/ob/2397010/
2397045,2397045,serious,P1,closed,haishanw,wsong,VDI,Microsoft Teams,Common,,,---,Background noise can be heard during the audio call when Call between VDI and Native Teams,https://buildweb.eng.vmware.com/ob/2397045/
2397070,2397070,serious,P1,closed,beiw,beiw,VDI,Linux Agent,Core-Agent,triaged,14291271,---,[Remote App | Beta] Only part of client exit Unity window is displayed,https://buildweb.eng.vmware.com/ob/2397070/
2397101,2397101,serious,P1,closed,leviz,ksong,VDI,Linux Agent,Core-Agent,triaged,14304011,No,[LinuxVDI][Beta]BlastProxy crash when disconnect session in multiple-session mode,https://buildweb.eng.vmware.com/ob/2397101/
2397237,2397237,serious,P1,closed,yanchaozhang,yanchaozhang,VDI,Linux Agent,Core-Agent,triaged,14291271,---,[Remote App | Beta] can not launch remote apps and remote desktops with the same user at the same time,https://buildweb.eng.vmware.com/ob/2397237/
2397345,2397345,serious,P1,closed,ksong,yanchaozhang,VDI,Linux Agent,Core-Agent,,14304011,---,[Remote App | Beta] automated farm failed to work,https://buildweb.eng.vmware.com/ob/2397345/
2397365,2397365,minor,P1,closed,renz,songyu,VDI,Linux Agent,Core-Agent,,14317828,---,[LinuxVDI]redhat6.8 with  Dedicated assignment user first login tsclient is not shown,https://buildweb.eng.vmware.com/ob/2397365/
2397378,2397378,serious,P1,new,sagasaveeran,sagasaveeran,VDI,Blast Integration,Other,found-by-bitb,,---,[BitB] Connect command fails due to thread exit timeout,https://buildweb.eng.vmware.com/ob/2397378/
2397387,2397387,serious,P1,closed,alanh,ljack,VDI,Blast Integration,Mac Client,,14317598,---,[New Client] [Collab] Cursor movement has big lag in shadow session when shadow session has control,https://buildweb.eng.vmware.com/ob/2397387/
2397392,2397392,serious,P1,closed,rbhatane,sagasaveeran,VDI,Blast Integration,Other,found-by-bitb,,---,[BitB] Connect command fails due to recv error 10054 while worker encounters low disk space,https://buildweb.eng.vmware.com/ob/2397392/
2397433,2397433,serious,P1,resolved,renz,sqiang,VDI,Linux Agent,Core-Agent,,26385821,---,"[Remote App]when right click on the icon minimized to the task bar,it only appears the 'close window' choice.",https://buildweb.eng.vmware.com/ob/2397433/
2397439,2397439,serious,P1,closed,sqiang,yanchaozhang,VDI,Linux Agent,Core-Agent,triaged,14304011,---,[Remote App | Beta] user setting dialog block remote app from launching,https://buildweb.eng.vmware.com/ob/2397439/
2397445,2397445,serious,P1,closed,renz,yanchaozhang,VDI,Linux Agent,Core-Agent,,14304011,---,[Remote App | Beta] in-correct path for remote app,https://buildweb.eng.vmware.com/ob/2397445/
2397446,2397446,serious,P1,closed,hbai,ysan,VDI,Seamless Windows,Mac Client,,14317598,---,[Mac Metal Rendering]Mac client crash when launching an app sometimes,https://buildweb.eng.vmware.com/ob/2397446/
2397484,2397484,serious,P1,closed,binb,shuhuawang,VDI,Remote Client,lx client,,14317609,Yes,[GTK3 upgrade] multi launch items' label is hidden when click the item on redhat,https://buildweb.eng.vmware.com/ob/2397484/
2397487,2397487,serious,P1,closed,beiw,beiw,VDI,Linux Agent,Core-Agent,triaged,14304012,---,[Remote App | Beta] Remote app 'gedit' can't move by dragging the taskbar,https://buildweb.eng.vmware.com/ob/2397487/
2397490,2397490,serious,P1,closed,beiw,beiw,VDI,Linux Agent,Core-Agent,,14304012,---,[Remote App | Beta] Sometimes the border of app's window will change during being dragged between two monitors,https://buildweb.eng.vmware.com/ob/2397490/
2397507,2397507,serious,P1,closed,beiw,beiw,VDI,Linux Agent,Core-Agent,,14304012,---,[Remote App | Beta] Remoted application should always be displayed on the primary monitor,https://buildweb.eng.vmware.com/ob/2397507/
